sector;province;2018-01;2018-12;2018-02;2018-03;2018-04;2018-05;2018-06;2018-07;2019-06;2018-08;2018-09;2018-10;2018-11;2019-01;2019-02;2019-03;2019-04;2019-05;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-05;2021-05;2020-06;2020-07;2021-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2022-04;2021-06;2022-06;2022-05;2021-08;2022-08;2022-07;2021-09;2021-10;2022-10;2021-11;2022-11;2021-12;2022-12;2022-01;2023-01;2022-02;2023-02;2022-03;2023-03;2023-04;2023-05
TOPLAM;TUNCELI;146.58469;128.04547;2.86714;34.93194;15.87126;52.76112;23.84477;69.29918;48.80012;59.19567;20.14973;20.95197;63.49779;9.95826;9.89783;5.94804;3.05459;17.25633;60.79653;6.90377;16.39712;34.83457;15.05355;0;8.95114;6.57818;26.36679;6.5144;13.05279;21.22644;20.14867;9.81785;8.54209;7.5391;34.94035;74.20625;4.01524;0;91.77819;0;50.48695;0;10.07405;19.99422;148.19194;55.81648;48.73241;54.10574;52.22959;10.20961;4.01524;48.46397;70.05259;137.47837;7.60092;23.40047;0;41.62254;38.52712;8.76413;85.09658;771.94959;187.82236;253.48541
 Çelik;UŞAK;0.01363;8.33051;56.30712;0.54;0;24.79536;0.8688;0;0;1.091;1.66724;6.91618;0;0.6364;0;7.42594;16.64202;3.39715;7.7228;2.93327;1.5;29.81567;1.484;20.80864;19.5;13.77358;8.85499;0;18.69672;52.52926;21.97677;27.79022;82.83484;12.15123;49.0872;37.39778;50.0444;10.70703;109.87009;44.25839;75.16137;92.89726;94.19971;123.84231;95.37145;166.56539;95.44378;46.33137;28.12433;129.47397;50.0444;21.43365;10.49324;72.69733;79.01438;77.42915;71.51274;115.28967;103.06765;94.7806;93.52344;95.00761;204.12726;258.42852
 Çimento Cam Seramik ve Toprak Ürünleri;UŞAK;1827.75011;1731.7587;2282.16181;2459.58845;1940.11448;2739.5433;2789.62594;2340.13306;1788.28297;2099.27237;2293.17645;1873.48967;2128.40493;1838.89463;1853.63171;1681.30149;1927.79764;2292.85849;1681.45458;1761.91829;1578.29902;1663.80694;1258.54305;919.43529;1016.87016;1425.93149;1195.35695;690.03102;1153.86955;2377.94598;1622.54162;2358.64399;1687.25021;1700.17097;1955.51431;1752.93138;2266.9033;1509.51862;1576.09171;2071.98566;2301.67761;1848.25875;2930.4389;3270.78905;2802.80731;1767.3884;1706.69924;1960.11414;1592.16289;1678.46355;2266.9033;945.73084;2017.15236;1067.99545;2524.83887;724.42944;2309.44769;1034.3672;2176.62703;880.73464;2142.56964;1717.44135;1066.37388;1249.06967
 Demir ve Demir Dışı Metaller ;UŞAK;172.12104;8.25829;171.11421;203.61649;141.70021;121.54629;183.62621;169.59253;142.27772;274.29942;133.65967;145.87917;125.52864;84.4834;127.52235;104.52443;234.48168;187.97942;28.03688;71.4846;21.56089;174.45732;209.18716;175.40071;138.3471;102.98125;189.02862;130.9112;76.13321;417.75897;32.12928;177.90821;130.67742;188.57273;86.38727;185.21806;229.17018;108.10984;274.40048;310.08598;363.20106;465.04842;417.47976;301.19861;278.36358;485.72672;299.73352;571.48563;127.11208;155.88654;225.82092;1008.92459;179.29352;898.51203;234.26693;351.0122;290.20885;506.63584;344.89223;135.31746;476.00447;467.02073;125.81173;472.43094
 Deri ve Deri Mamulleri ;UŞAK;2196.58753;1264.15046;1934.60275;2750.13962;2335.80923;2671.30025;1820.94512;2190.30725;1130.42314;2158.49939;1299.88856;2188.90116;1508.27074;1182.22693;1211.41727;1235.08319;1837.29935;2626.08114;1156.68592;1198.14635;1917.29749;1715.34598;2207.5731;1370.69347;1200.46024;1183.37187;1544.11372;939.44529;1532.45267;1953.07689;1970.07856;1572.83197;1792.28381;1458.19456;1026.87701;1557.21899;2408.98499;713.80051;1028.99967;1112.51324;1587.08708;1832.00443;3177.59392;2363.31368;2931.62099;2946.92611;1636.35229;2424.39844;2384.63024;2117.42168;2405.25049;2132.57582;2821.99821;2055.42296;2744.86207;2245.27535;1521.69786;2367.66474;2030.20962;1473.42273;2953.17877;2107.38867;1786.31303;2305.95196
 Halı ;UŞAK;3136.85024;7398.705;3232.66537;3476.56267;4423.78951;4618.68325;3401.77932;4387.47274;6236.10135;2268.4168;4227.55212;7720.39796;6375.41827;7045.38208;7228.1589;8119.35944;7528.96713;7345.52224;7929.48492;3766.59541;7197.10296;5851.63001;6348.12429;6944.40962;5265.11966;5090.57863;4523.95221;1657.35666;2225.74373;7478.38458;5324.97138;7875.77362;5219.87294;3005.15988;6795.86564;5555.61658;7037.56646;5166.56411;4549.39729;4841.58502;5076.40683;8732.94392;4230.11819;8325.08047;4704.43236;4336.037;4513.25029;4860.38443;6612.72988;7060.928;7037.56646;7078.32538;8246.42088;7227.90253;7342.06457;7450.50925;5816.18345;6196.86198;5626.91093;5732.58569;5886.80994;5298.30808;4998.74705;5562.1351
 Hazırgiyim ve Konfeksiyon ;UŞAK;2045.78599;3043.42827;3436.42108;3110.98347;5762.93179;1534.84238;1981.8829;3189.68544;1706.25324;2099.45463;2231.90259;2642.26523;3267.36136;2300.90594;2941.19367;3599.48527;1878.26044;4528.69672;2381.30949;2451.6192;2857.60699;3416.51264;3955.65615;2568.68988;3256.90251;1940.35947;2511.45933;4658.26015;1645.96545;3085.69624;4745.91389;3203.22129;2984.30836;3304.00854;3190.60856;4967.7952;4863.13425;5945.64824;3449.89661;2593.73957;3235.62672;6584.81922;2834.8711;2404.37451;1621.99436;1700.77577;2756.00073;3386.33421;2166.09036;4683.44606;4863.13425;3853.67489;4780.83108;3289.30121;6703.06928;3122.33553;3000.23484;1980.54317;2162.29753;1737.50551;3024.38107;1517.39314;1684.58609;1737.6376
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;UŞAK;2.81862;1.83575;0;5.16005;48.6;0;3.81581;47.7;0;0;88.5885;0;71.1;55.01209;11.10567;0;0;79.85532;0.03915;0;64.10315;0;0;0;55.26;0;0;0;53.1;0;0;10.52118;146.73545;53.1;49.5;0;193.76218;0;0;0;52.97961;0;426.11276;51.37548;360.39651;331.25117;118.05139;440.08368;142.08036;40.5;193.76218;526.20939;85.09118;560.37233;143.90861;757.57911;45;533.58717;266.58499;557.85374;218.10421;904.77782;238.47913;875.74003
 İklimlendirme Sanayii;UŞAK;15.09695;17.3686;2.1765;1.35678;0;3.16588;0;0.2325;13.57327;7.23811;87.33932;0;6.45245;0;4.91441;8.03602;4.9564;0.5033;0.206;0.76044;98.94117;1.31429;22.02961;2.99656;0;14.53;25.87536;0;14.63332;9.89505;5.24444;31.044;0;2.87;0.458;33.17262;33.87286;0;0;2.34574;4.45672;11.25143;10.36365;1.46388;9.12589;0.58792;1.27075;1.95164;8.47265;1.10541;33.87286;7.83576;1.84082;197.33599;1.12644;32.09887;1.82313;4.61111;0.45319;280.19831;175.73384;55.21881;16.85278;15.84146
 Kimyevi Maddeler ve Mamulleri  ;UŞAK;202.5747;190.57458;806.30793;643.9625;227.58577;170.47292;504.45304;420.19376;260.0394;244.82393;434.10419;221.95242;649.28069;328.23027;496.19957;616.67582;751.48333;265.54208;210.18856;79.37132;451.21407;294.66002;384.01805;420.21635;109.03961;281.3351;204.15176;587.74682;353.26953;358.50319;191.22892;404.83527;801.08669;105.51154;157.47605;677.63546;206.76031;580.66099;334.5939;543.31301;246.43909;677.33266;789.05939;647.83264;1030.56388;609.83636;267.91426;634.78219;875.30037;555.47072;206.76031;325.28688;292.46907;439.51603;504.38434;905.10401;835.16343;630.84181;827.72403;643.50938;507.55344;607.91777;395.4719;189.72333
 Kuru Meyve ve Mamulleri  ;UŞAK;0;0.77;0;0;0;0;0;0;0;0;0;0;0;0;0.20464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.052;0;0.4374;0;1.74855;0;0;0;0;0;1.59562;0;0;0;0;0;6.58736;0;0;0.45685;0;0;0;0;0;0
 Madencilik Ürünleri;UŞAK;25.22471;98.1061;21.17319;49.45788;85.73936;93.60727;0;11.55644;121.35549;20.35037;140.88509;4.3392;29.0018;215.40143;16.98956;5.41777;15.66596;748.91169;686.4339;0;59.69851;22.66689;81.70086;0;621.0453;12.4;694.74529;0;0;0;1.62448;1.21362;0;22.44319;0;0.75836;0;0;1.82204;0.39935;8.14241;0;62.40019;0.6;4.86084;7.6767;0;281.67845;20.03202;14.5525;0;21.97;1.87;12.035;1.47405;303.53441;0.02154;6.89448;2.04988;0;36.7821;0;4.20576;0.52166
 Makine ve Aksamları;UŞAK;70.74237;71.63349;39.30389;173.69986;75.72802;171.20924;154.97943;96.08434;133.6402;102.007;122.15;106.72531;14.13512;83.88135;430.00612;468.81949;63.08484;87.34375;340.25725;84.04761;79.98409;14.64534;129.52189;76.61674;40.10445;2226.22019;804.58051;19.55351;1406.12142;88.87933;233.5461;78.59605;87.64405;57.16682;20.43701;216.54882;178.10954;40.84291;81.12277;146.91288;72.39186;222.94218;102.57819;160.87217;104.80753;87.10705;98.38286;378.97106;56.47285;112.51297;178.10954;155.47932;112.43503;452.22231;144.3969;447.15211;21.5706;91.50646;240.96596;147.42372;119.03334;238.70952;182.41467;179.11058
 Meyve Sebze Mamulleri ;UŞAK;919.75388;1527.66597;767.88928;1076.13245;1213.38287;1512.52453;1307.95904;1576.27011;1190.10269;1019.37288;1196.71768;1532.44917;1554.17709;1033.79724;1705.30599;1692.48596;1818.73872;1882.17678;1271.00928;1064.78468;1232.37688;1987.16899;2178.45898;1323.76861;1863.15265;1225.21053;1316.6495;939.26046;876.32218;2227.39299;971.68954;897.15971;1837.39247;1323.8884;1530.20445;1935.6557;1375.08659;1015.6976;1405.42241;1485.14832;1708.95471;2176.72187;2299.22214;2235.93174;2242.66737;1698.36755;1762.74312;1874.53323;1523.20244;1886.48112;1375.08659;2336.06358;1496.74085;1241.45332;1932.75989;2155.83524;2348.78335;1608.71692;1269.50321;2128.31561;1838.67105;3028.62961;2288.24128;1824.46785
 Otomotiv Endüstrisi;UŞAK;0.72083;0;0;0.49656;0;0.093;0;0;0;0;0;0;0;1.86076;0;145.4351;0;0;0;0;0;0;0;0;1.75993;0;0;0;0;0;0;0;6.06654;0.13042;0;0.33687;1.46783;0;0;0;0;0.26204;69.19437;7.50084;0;0;14.11587;0.36174;0.11536;6.06871;1.46783;0.05759;0.59201;0;0;13.6573;0;13.15546;0;15.88186;0;12.47989;0.55035;0.77766
 Su Ürünleri ve Hayvansal Mamuller;UŞAK;985.79931;372.04635;518.95587;912.80562;504.65756;1191.02832;804.17301;1109.73949;837.41157;955.69715;849.53311;481.51134;736.60543;686.33183;383.92921;622.99537;829.44559;928.06269;664.25259;683.72442;887.33674;1156.64229;2096.028;1081.51849;1433.94762;1589.56042;2070.51791;2089.71179;1077.62411;4775.1338;1773.20819;1745.31697;6767.56859;1780.36393;1913.06822;921.87338;9052.05421;2302.04724;2364.30773;3507.92203;2389.63696;3233.02069;7983.80928;7809.96574;7188.64533;6604.91978;7184.00535;12117.79682;7987.80884;9049.39061;9052.05421;13292.94613;8442.28666;14723.9208;8564.05081;15738.17351;7184.40921;9260.88936;5406.35129;6658.99392;9760.21888;4472.38526;2051.73539;3983.76983
 Tekstil ve Hammaddeleri;UŞAK;5458.53149;3988.31215;5004.74428;6159.17661;4873.92433;5675.15973;5238.85974;7412.00309;2709.62914;5869.02005;6260.80876;6618.35405;5257.52201;4476.38909;4325.10031;4514.76788;4312.45056;4762.41961;4522.04556;3712.47152;4478.10368;3740.01343;4035.4035;4368.2362;6145.67338;4081.07344;4366.90103;2405.18691;1796.23948;5875.11765;2937.68147;4105.55795;5299.62498;3903.80449;5342.51663;6100.09045;7504.53717;5025.5032;4925.69002;5605.84596;7076.59291;6829.02838;9917.49929;7490.54373;7719.75566;6578.03006;6660.80747;7563.3979;7278.22296;8245.41685;7504.53717;9853.10921;9950.5872;8705.1456;6647.01335;6066.50581;9657.69417;5578.60753;7776.92029;6872.22297;9104.59028;7447.97902;6364.19464;7593.57326
 Yaş Meyve ve Sebze  ;UŞAK;164.25613;51.56763;180.95382;78.16446;0;0;0;6.61869;0;0;40.20428;79.00151;135.95987;115.5773;128.74162;62.94148;0;0;39.82848;84.50538;245.83431;519.24792;152.43882;33.065;0;51.58801;14.6;9.5;30.1556;0;35.3961;101.69192;0;185.7789;24.4834;0;0;0;5.78016;0;0;8.43136;0;0;0;0;60.11501;60.6485;0;36.81498;0;140.68435;59.67374;15.67815;93.83862;0;0;0;0;0;0;0;0;0
TOPLAM;UŞAK;17338.17938;19894.38466;18497.16135;21166.26667;21702.31893;20672.41265;18340.48187;23039.81207;16311.66649;17316.5853;19556.84954;23930.90777;22016.57891;19537.95335;20980.40646;23080.26535;21411.69571;26013.67871;21125.25623;15153.51264;21347.00307;20883.64073;23367.10847;19445.8796;21240.83976;19325.76956;19545.4034;14268.78989;12492.11344;29028.37731;20153.0998;22903.09401;27133.10705;17326.4714;22568.33119;24449.27851;35957.51251;22719.12525;20380.28654;22480.57443;24448.00725;33106.84998;35643.06197;35458.40937;31379.32059;27517.85954;27595.30147;37012.25641;31043.47842;36239.53773;35950.42875;42210.47685;38911.07349;41289.94231;37948.66885;40850.07445;33365.15261;30232.64084;28537.38929;27504.00067;36572.31518;28190.38471;21665.78484;26397.31535
 Çelik;VAN;556.43356;43.03418;1085.84179;809.74705;1231.15605;871.17062;840.64046;901.8072;94.66511;635.5215;311.80285;644.86803;462.85433;4.80958;34.41835;81.02375;78.17762;225.40948;171.07222;34.80524;69.41315;65.79375;9.7504;57.70803;32.84806;264.38007;0;0;9.81662;153.64131;215.5742;6.72165;62.47094;40.1281;30.65974;46.21879;0.29823;57.58206;183.72352;141.79247;91.53536;35.08451;46.38544;48.91093;11.23841;1.46453;138.74804;6.51271;2.46764;31.91848;0.29823;31.4164;54.61987;57.26626;1.01177;61.165;40.50927;30.77032;3.65467;35.17107;35.22586;22.18549;41.92811;28.01872
 Çimento Cam Seramik ve Toprak Ürünleri;VAN;92.01873;99.8637;136.96602;140.46984;87.11465;77.20407;108.76043;13.91281;72.64634;109.04647;120.0049;96.96056;91.15011;79.87573;94.49897;87.7745;90.40188;264.41487;75.84698;23.08571;91.03099;122.87649;166.86056;177.39889;102.90192;97.76521;0;0;71.50034;75.26931;24.32617;59.36303;96.16389;75.49889;94.30431;125.25771;85.50823;56.15688;18.83674;119.18453;104.39813;211.52378;244.41068;87.30861;209.58811;82.81172;108.81962;35.87901;4.92321;101.90963;85.50823;200.88569;239.9824;147.11236;172.36992;305.36075;281.87158;162.49305;371.37325;101.65324;493.42702;336.59006;67.34498;212.30635
 Demir ve Demir Dışı Metaller ;VAN;157.27838;467.30983;450.49047;88.20705;382.43657;343.32933;393.48077;319.39623;132.84163;415.10913;850.58964;220.89919;512.28872;486.00909;383.22663;314.69321;439.77507;634.24278;744.18881;393.83578;1141.18434;1113.82721;223.19194;508.55188;494.91464;314.25388;0;0;183.89011;135.00326;296.43098;147.43854;466.95309;127.71354;148.21213;149.33198;204.74959;311.81438;132.16469;372.55654;460.14786;747.91976;347.8685;897.18153;279.54919;211.15023;88.48871;105.65311;275.84138;475.04598;204.74959;266.19063;308.47215;860.29127;239.17747;668.55848;530.45997;521.97735;348.92446;244.44074;235.28987;610.25712;99.16062;290.8873
 Deri ve Deri Mamulleri ;VAN;12.42131;1.79145;86.41811;12.09809;44.08004;12.43282;6.0773;1.43018;2.20376;1.91718;0.63361;1.40422;0;3.34397;32.40721;12.53548;32.14682;1.06463;2.76131;0;5.99136;1.38038;6.35538;21.7021;37.0403;0.8145;0;0;3.78466;0;2.75221;1.29393;35.14945;0;0;0;2.76643;1.018;0;0.34283;0;0;5.89335;2.00875;0.37773;1.49009;0;0.57088;0.13307;3.4885;2.76643;5.9022;0.29863;2.88588;0;0;1.42194;0;0;1.83807;4.25084;6.72352;0;0.36037
 Diğer Sanayi Ürünleri;VAN;0.97181;16.23151;1.49732;0;1.21916;4.96416;2.5915;0;0;0;0.133;0;0.03191;0;0;0;20.25898;15.93647;0.33097;0;0;0.58003;0;0.33832;2.73883;0;0;0;0;0;3.28784;0;0;0;2.6147;0;0.01578;0;6.00065;0;0.01778;0;0;0;0;0;0;0.00446;0;0;0.01578;0;0.0031;0;0;0;0;0;0;0;0;0;0.13021;0
 Fındık ve Mamulleri ;VAN;0;0;0;0;0;0;0;0;0;0;0;0;0.11349;0;0;0;0;0;0;0;0;0;2.60094;0;0;0;0;0;40.14151;0;22.06161;7.46476;4.3677;0;0;10.45086;6.55644;0;0;3.67143;2.27719;7.80359;0;5.17628;0;0;0;0;0;12.58415;6.55644;0;25.35041;6.48745;11.67563;3.22725;7.07059;4.73305;8.64818;0;0;0;0;0
 Halı ;VAN;0;2.20628;100.87168;0;0;0;0;8.375;4.19678;0;0.0461;5.40859;29.3151;10.12624;0;0;14.81195;6.85499;18.36723;4.13048;26.41814;64.18221;4.84554;46.62585;112.42206;16.48919;7.33903;0;10.59468;0;2.41557;7.64496;11.84538;2.3858;0;23.71817;49.91556;20.5;14.379;2.73713;0;4.41229;34.37614;3.99675;0;0;1.79004;31.09251;2.23552;69.58411;49.91556;0;89.26917;4.17926;72.56203;6.98684;2.22043;0;0;3.20025;0;0;0;0
 Hazırgiyim ve Konfeksiyon ;VAN;26.94612;44.90159;52.10591;14.54391;40.85898;18.95364;45.52813;34.44119;76.59708;10.6461;27.15643;26.10201;21.87716;53.61655;1869.55013;987.88975;947.50098;681.50132;92.32817;27.62678;481.56226;421.62071;360.94262;87.40822;91.7529;39.24966;504.77274;0;366.29642;1496.06525;1337.54739;3713.72642;3476.92383;3036.87391;3504.5924;2853.9651;2768.48347;1721.9839;2080.33905;4422.86044;3725.95589;2561.10194;121.80378;3255.24528;937.59515;558.20667;4101.61421;1569.03132;805.8054;2455.73021;2768.48347;1395.19934;994.85027;789.47139;1109.13011;119.10755;240.82759;1526.81055;59.90396;333.98062;325.174;562.45484;145.04102;509.43804
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;VAN;155.87096;21.13417;128.86014;175.18387;0;0;22.20504;0;46.77869;0;0;0.39084;76.29872;87.75905;5.8351;4.89619;1.2481;0.57923;57.25254;41.62226;72.02594;188.79957;366.12106;142.95193;248.78581;221.44312;0;102.9176;311.53258;147.01809;144.77915;161.16074;107.67014;152.36146;89.20804;244.17276;217.13107;175.27931;114.17054;169.02173;183.2717;39.29215;214.20156;138.74739;204.53702;337.66477;84.80815;200.09735;60.55015;185.91886;217.13107;497.48271;222.19185;381.41658;217.45613;661.08513;112.33085;520.36623;416.73089;84.57401;248.1173;250.2245;0;98.14317
 İklimlendirme Sanayii;VAN;170.89784;85.1462;20.89678;23.02776;25.80794;19.6951;10.20088;2.45908;42.63078;1.14305;14.52642;32.5312;79.62105;15.89244;19.57743;112.90298;14.46851;52.98098;49.82792;14.36612;136.23684;43.85738;13.81259;163.39299;169.62006;17.82558;0.9434;0.2158;83.73756;29.28075;118.57195;53.31295;40.21254;134.92568;29.80198;17.51766;27.12297;101.69158;26.47114;11.26944;95.37329;27.49604;7.68655;16.29403;61.44683;137.37339;155.22182;133.5069;31.49215;62.49325;27.12297;115.27199;115.29324;838.27562;46.46871;1307.39924;151.67642;85.98403;12.92382;106.95618;51.57489;61.71845;316.51747;394.70763
 Kimyevi Maddeler ve Mamulleri  ;VAN;699.07245;919.04343;1106.14431;469.18674;238.56442;238.4697;200.95282;183.53312;502.72484;287.50987;317.99538;409.72928;580.73236;784.46832;531.26179;625.80943;418.53246;1025.07341;916.86472;274.75549;439.23286;878.30291;384.45192;702.66161;463.11115;229.34306;91.48934;0;275.06044;240.24897;265.85015;322.32275;252.54186;298.03028;184.81702;371.65762;206.84091;404.17514;359.97662;255.82014;163.7617;451.0048;255.30585;240.41633;332.25619;468.81731;344.26005;357.30732;202.28055;377.17864;206.84091;458.68764;363.89739;413.41027;186.56446;526.61961;315.99888;105.74872;309.2414;371.82895;288.04656;332.06146;130.88471;507.81178
 Madencilik Ürünleri;VAN;286.78305;53.55844;593.08858;166.86751;699.68082;307.95175;229.65995;0;4.69893;1.95768;0;260.94474;45.26768;33.67797;256.4208;1258.7981;0;282.64338;9.60675;316.77089;745.40034;387.92958;83.80619;3.40471;13.65766;253.87323;113.2369;136.57539;3.35454;55.52046;732.63097;314.8519;5;12.09019;530.16708;562.58848;0.69817;427.33203;354.02116;73.43186;89.19446;4.90889;5.20038;1.4799;0.4;5.6804;2.96013;133.00392;124.79579;6.54996;0.69817;2.13905;0.79927;2.8742;1336.63668;0;9.9575;0;825.51348;0;7.27463;7.49483;9.152;0
 Makine ve Aksamları;VAN;91.97791;26.25877;160.27158;111.62223;52.61617;156.09589;41.68487;64.78602;199.19449;10.70848;65.46316;50.39707;67.59674;48.41166;236.29262;97.31188;269.06877;339.93069;819.53007;54.11076;525.7026;145.71434;132.93844;276.36677;462.61127;177.55865;2.35687;95.5824;110.83481;172.9597;260.71011;112.51587;210.79028;95.59043;143.18505;49.46785;226.96087;195.17297;108.86817;117.0543;48.23681;78.2846;101.1738;72.54179;504.52854;35.91925;187.15019;79.27627;31.91142;41.5311;226.96087;118.7496;264.50348;1223.77716;182.70662;735.81113;245.40658;64.48522;67.23037;70.76318;90.6885;57.18752;46.83488;385.63919
 Meyve Sebze Mamulleri ;VAN;1.19611;0;5.34405;15.27571;0;0;0.36404;4.15195;0;0;0;58.3;60.84606;114.25892;185.752;94.86755;141.79;139.42442;292.38;64.38792;31.09171;62.73186;48.19;20.011;121.65975;240.099;122.5;286.54316;277.78927;22.10327;188.867;44.84527;382.12714;57.42;193.9;80.9;504.70997;220.10622;53.5;60.25105;23.5277;74.3159;133.9529;151.25471;921.61778;112.74561;128.48156;80.67906;0;297.4791;504.70997;242.39037;873.47219;395.36503;427.01825;710.07617;67.83423;461.02961;186.52751;1575.7015;116.54849;568.14354;0;367.41798
 Otomotiv Endüstrisi;VAN;2.02793;0.78949;4.36942;3.64616;20.51747;15.04997;13.60163;0;68.05211;0.67365;1.50168;3.77236;0.075;0.17249;10.85268;10.05226;65.20438;137.60353;87.81604;81.17797;0.50767;5.49588;21.06478;31.15985;38.07805;3.91581;0;10.38511;58.20054;2.91924;0;11.67923;35.31375;16.67769;11.61889;40.54014;0.69065;8.11273;32.24071;0.94639;47.4194;16.6642;0;92.22881;0.17407;48.22309;3.71388;13.3387;0.31263;140.01517;0.69065;20.83514;57.92146;3.54152;47.9224;15.58858;32.22969;0;29.44387;2.81791;15.02157;16.05182;3.01626;20.60724
 Su Ürünleri ve Hayvansal Mamuller;VAN;0;0;14.263;0;0;2.05478;0;0;100.8;0;0;0;0;0;0;0;0;570.8;626.352;163.17;314.28;190.00717;186.77669;150.311;0;0;0;0;0;0.08356;121.25;271.6;170.422;0;0;4.619;39.45041;0;37.22819;7.94561;0;0;39.27033;0;0;0.88153;0;0;0;0;39.45041;255.05369;550.25289;0;358.76438;0;0;0;151.54761;0;42.24618;0;0;0
 Tekstil ve Hammaddeleri;VAN;231.43443;293.57011;271.63141;121.50412;46.91398;84.20821;48.46639;161.47401;188.4136;24.53931;141.68414;102.78449;90.84754;195.53342;222.53533;479.16458;310.62788;503.33582;408.11102;100.81755;336.80741;106.23971;308.24627;117.30952;324.7736;262.43756;2.87925;0;37.62145;20.60423;18.69694;104.00689;18.4876;8.166;103.50698;93.45746;28.95867;208.17252;57.75433;85.63725;38.23743;33.23947;40.96502;54.00553;148.26419;45.03126;41.172;34.02665;0.83128;21.18;28.95867;23.1583;5.41472;32.97122;43.78287;40.29688;40.35924;67.89768;30.39803;44.43082;21.09241;26.78412;9.7229;74.33397
 Yaş Meyve ve Sebze  ;VAN;1.30775;0;0;2.72068;0;0;0;0;7.8869;0;0;0;1.90557;7.28736;0;0;606.28545;1498.06304;0;27.32136;0;0;0;0;4.55241;0;0;75.48968;78.94278;64.51307;83.10472;21.24337;13.90686;12.8186;16.6416;77.71812;167.9745;272.45642;25.242;94.47112;86.19773;148.86431;165.67202;71.14295;0.51539;24.45009;51.40598;30.3222;0;70.17058;167.9745;53.514;108.42458;10.85;77.86822;58.27032;44.03343;61.67991;11.01719;259.0511;49.6628;325.59941;349.76922;47.73193
TOPLAM;VAN;2793.2331;2418.73563;4624.56148;2515.78237;3231.51757;3090.10009;2264.93829;2367.59258;1859.16662;1884.68847;2249.4317;2496.3727;2512.47253;2259.11185;4229.86101;4493.17893;3847.82277;7263.6363;4759.51534;1862.2118;5027.79007;4509.58616;2627.71088;3081.03993;3088.65545;2619.73667;870.23202;757.62625;2087.6113;2923.30429;6266.81354;5572.15179;5679.33514;4317.07568;5423.03404;4987.40873;4882.17044;4497.22496;3948.67008;6202.12175;5370.94838;4818.55765;2083.1522;5682.55753;3792.47368;2414.10148;5901.6836;2890.70462;1860.44823;4667.8938;4882.17044;4127.72624;4416.76925;5575.57449;4746.07821;5498.72995;2243.26749;3799.16904;3085.23133;3547.9102;2201.62965;3233.60796;1349.99796;3055.7351
 Çelik;YALOVA;173.18529;43.27372;46.56576;34.40009;50.44957;44.63974;126.25631;142.2598;59.73825;134.75716;72.37709;56.7531;490.49992;163.44288;176.57807;169.34637;380.38681;271.38364;349.44254;111.08152;417.74265;95.05975;112.63289;69.30036;24.95025;48.16397;133.17392;38.15196;87.72161;545.72713;45.31711;98.70676;206.37238;90.81582;127.44225;176.20717;399.59776;314.75389;124.67589;146.5062;368.60732;177.91868;945.78861;69.10379;110.47525;356.60197;68.14547;19.38471;157.6719;62.93136;399.59776;408.93753;1010.22352;157.01222;189.88748;89.93214;56.50552;14.48432;268.93118;14.43041;51.42845;45.68726;123.72542;6.64326
 Çimento Cam Seramik ve Toprak Ürünleri;YALOVA;60.17181;291.0485;3.27587;36.07848;9.81065;48.19056;46.19174;0.99484;0.065;80.20711;5.21428;23.21642;8.75548;40.09478;91.25583;102.16825;127.70803;9.26138;33.14709;30.45538;90.909;27.60477;142.4951;97.41227;39.37825;59.16922;36.23386;0;285.97328;55.74933;28.90001;60.02533;143.38526;107.889;60.55492;62.07855;174.79311;46.14322;21.24201;137.08683;123.63724;125.01713;322.49308;17.49952;69.10366;88.92007;70.71218;237.79709;152.81908;53.78665;174.79311;164.26711;210.03505;167.44366;81.97682;352.53877;20.98302;163.22123;153.3122;60.30728;161.0863;183.13359;15.59509;22.4858
 Demir ve Demir Dışı Metaller ;YALOVA;163.52189;343.42365;167.20034;273.51252;191.82867;137.84354;179.49592;125.85415;97.15599;308.6064;150.03389;254.25938;174.60611;280.8833;131.00697;345.69122;89.54764;73.50265;213.8693;189.61047;193.15322;71.39217;449.34723;119.8179;87.73679;152.16389;274.77118;172.37934;265.30168;208.19458;178.27224;198.10603;162.30037;141.23073;192.4118;113.3321;216.39403;99.43211;182.95772;158.37399;358.13018;264.09719;337.37931;168.72545;186.20782;189.10471;169.59824;428.83906;108.82504;208.66903;216.39403;346.43335;318.50494;334.9165;79.90024;159.56787;147.0482;311.34508;312.53802;61.78944;120.99148;339.2595;151.1968;260.75096
 Deri ve Deri Mamulleri ;YALOVA;0.72307;4.31071;0.74973;12.5396;1.18604;2.04185;0.19119;0.15244;10.70638;0;2.36427;1.56483;0;0;0;0.7316;4.80747;0.52606;1.93653;0;0;1.97013;17.269;23.83151;0;11.64596;18.62752;0.29526;0.60164;1.71458;2.7526;0.7435;7.48094;0.35604;0;0.53429;15.45817;0.26881;0;13.07577;1.79201;0.08455;20.02987;5.36202;13.68465;9.16575;1.18889;1.31708;0.7691;1.81561;15.45817;3.29369;2.94733;9.1936;22.89865;2.58333;0.4329;0;28.71572;9.39282;4.99704;39.12407;23.83781;8.91559
